plasmid_id,length,gc_content,longest_orf_any_frame,longest_orf_atg_fwd,longest_orf_atg_rev,longest_orf_atg_both,num_orfs_100aa
McClain_PlasmidGPT_RL_GFP_cassette_0000,8051,0.4939759036144578,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0001,7904,0.49266194331983804,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0002,8060,0.5104218362282879,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0003,8055,0.5070142768466791,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0004,7882,0.49226084750063437,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0005,8032,0.5083416334661355,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0006,8046,0.5111856823266219,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0007,8060,0.5075682382133995,290,286,319,319,11
McClain_PlasmidGPT_RL_GFP_cassette_0008,7880,0.501269035532995,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0009,8046,0.5064628386776038,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0010,8097,0.506236877855996,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0011,8056,0.5099304865938431,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0012,8077,0.5071189798192398,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0013,8034,0.5124470998257405,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0014,8050,0.5055900621118012,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0015,8038,0.5145558596665837,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0016,8015,0.5039301310043668,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0017,7613,0.5075528700906344,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0018,7894,0.5003800354699772,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0019,7744,0.5121384297520661,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0020,8100,0.5067901234567901,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0021,7885,0.49993658845909955,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0022,8052,0.5044709388971684,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0023,8064,0.5088045634920635,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0024,8071,0.513319291289803,290,286,319,319,11
McClain_PlasmidGPT_RL_GFP_cassette_0025,7772,0.5086206896551724,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0026,8098,0.49925907631513955,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0027,8085,0.5073593073593073,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0028,7874,0.5097790195580392,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0029,7781,0.5058475774322067,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0030,8067,0.5024172554853106,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0031,7889,0.5064013182912916,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0032,8010,0.5083645443196005,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0033,8045,0.5165941578620261,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0034,7907,0.5013279372707727,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0035,8078,0.5115127506808615,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0036,8060,0.4996277915632754,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0037,8053,0.5008071526139327,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0038,8089,0.5085919149462232,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0039,8055,0.5132216014897579,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0040,8064,0.5128968253968254,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0041,8066,0.5030994297049343,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0042,8081,0.49981437940848905,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0043,8064,0.5099206349206349,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0044,7903,0.5046184993040618,290,286,319,319,10
McClain_PlasmidGPT_RL_GFP_cassette_0045,8110,0.49778051787916155,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0046,8043,0.5129926644286957,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0047,8054,0.5075738763347405,290,286,319,319,8
McClain_PlasmidGPT_RL_GFP_cassette_0048,8056,0.5098063555114201,290,286,319,319,9
McClain_PlasmidGPT_RL_GFP_cassette_0049,8039,0.5006841646971016,290,286,319,319,8
