sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_0,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1137,1949,-,100.0,100.0
seq_1,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1648,2460,-,100.0,100.0
seq_10,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,886,1698,-,100.0,100.0
seq_11,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1945,2757,-,100.0,100.0
seq_12,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,823,1635,-,100.0,100.0
seq_13,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_14,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1175,1987,-,100.0,100.0
seq_15,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1662,2474,-,100.0,100.0
seq_16,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1121,1933,-,100.0,100.0
seq_17,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1656,2468,-,100.0,100.0
seq_18,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1167,1979,-,100.0,100.0
seq_19,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1354,2211,+,100.0,100.0
seq_19,tet(C),tetracycline efflux MFS transporter Tet(C),4233,4853,-,100.0,52.27
seq_2,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1638,2450,-,100.0,100.0
seq_20,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1180,1992,-,100.0,100.0
seq_21,aph(4)-Ia,aminoglycoside O-phosphotransferase APH(4)-Ia,1311,2330,+,100.0,99.71
seq_22,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2073,2930,-,100.0,100.0
seq_23,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2152,3009,-,100.0,100.0
seq_24,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,932,1744,-,100.0,100.0
seq_26,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,956,1768,-,100.0,100.0
seq_27,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1886,2743,-,100.0,100.0
seq_27,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,4674,5486,-,100.0,100.0
seq_28,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,935,1747,-,100.0,100.0
seq_29,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2617,3474,-,100.0,100.0
seq_3,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2036,2848,-,100.0,100.0
seq_31,catA1,type A-1 chloramphenicol O-acetyltransferase,1926,2582,+,100.0,100.0
seq_31,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3610,4467,+,100.0,100.0
seq_32,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1734,2591,-,100.0,100.0
seq_33,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2151,2963,-,100.0,100.0
seq_34,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1997,2854,-,100.0,100.0
seq_35,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2054,2911,-,100.0,100.0
seq_36,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2035,2892,-,100.0,100.0
seq_37,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1646,2458,-,100.0,100.0
seq_38,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1077,1889,-,100.0,100.0
seq_39,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_4,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,842,1654,-,100.0,100.0
seq_40,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1020,1832,-,100.0,100.0
seq_41,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2475,3287,-,100.0,100.0
seq_42,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1139,1951,-,100.0,100.0
seq_43,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2606,3463,-,100.0,100.0
seq_44,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,900,1712,-,100.0,100.0
seq_45,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1651,2463,-,100.0,100.0
seq_46,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,947,1759,-,100.0,100.0
seq_47,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1664,2476,-,100.0,100.0
seq_48,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1164,1976,-,100.0,100.0
seq_49,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2111,2923,-,100.0,100.0
seq_5,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1552,2364,-,100.0,100.0
seq_50,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1191,2003,-,100.0,100.0
seq_51,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1539,2351,-,100.0,100.0
seq_52,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1906,2763,-,100.0,100.0
seq_53,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1390,2247,+,100.0,100.0
seq_53,tet(C),tetracycline efflux MFS transporter Tet(C),4269,4889,-,100.0,52.27
seq_54,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,857,1669,-,100.0,100.0
seq_55,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1343,2200,+,100.0,100.0
seq_55,tet(C),tetracycline efflux MFS transporter Tet(C),4222,4842,-,100.0,52.27
seq_56,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1208,2020,-,100.0,100.0
seq_57,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1954,2766,-,100.0,100.0
seq_58,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2211,3068,-,100.0,100.0
seq_59,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_59,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,3498,4310,-,100.0,100.0
seq_6,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1395,2207,-,100.0,100.0
seq_60,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1066,1878,-,100.0,100.0
seq_62,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1848,2705,-,100.0,100.0
seq_63,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1659,2471,-,100.0,100.0
seq_64,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1044,1856,-,100.0,100.0
seq_66,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,882,1694,-,100.0,100.0
seq_67,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,3465,4016,-,99.46,67.9
seq_67,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,5179,5991,-,100.0,100.0
seq_68,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1949,2806,-,100.0,100.0
seq_7,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1654,2466,-,100.0,100.0
seq_70,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,812,1624,-,100.0,100.0
seq_71,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1622,2434,-,100.0,100.0
seq_72,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,826,1638,-,100.0,100.0
seq_73,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1644,2456,-,100.0,100.0
seq_74,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1106,1918,-,100.0,100.0
seq_75,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2523,3335,-,100.0,100.0
seq_76,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1064,1876,-,100.0,100.0
seq_77,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_77,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_77,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,10306,11118,-,100.0,100.0
seq_78,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1152,1964,-,100.0,100.0
seq_79,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_79,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,3084,3941,+,100.0,100.0
seq_79,tet(C),tetracycline efflux MFS transporter Tet(C),5963,6583,-,100.0,52.27
seq_8,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,918,1730,-,100.0,100.0
seq_80,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,883,1695,-,100.0,100.0
seq_81,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1658,2470,-,100.0,100.0
seq_82,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1364,2176,-,100.0,100.0
seq_83,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1487,2299,-,100.0,100.0
seq_84,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1122,1934,-,100.0,100.0
seq_85,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1809,2621,-,100.0,100.0
seq_86,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,968,1780,-,100.0,100.0
seq_87,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1515,2327,-,100.0,100.0
seq_88,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1160,1972,-,100.0,100.0
seq_89,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1650,2462,-,100.0,100.0
seq_90,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,866,1678,-,100.0,100.0
seq_91,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1506,2318,-,100.0,100.0
seq_92,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1885,2742,-,100.0,100.0
seq_93,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1492,2304,-,100.0,100.0
seq_94,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,997,1809,-,100.0,100.0
seq_95,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,3145,4002,-,100.0,100.0
seq_96,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1026,1838,-,100.0,100.0
seq_97,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1673,2485,-,100.0,100.0
seq_98,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1805,2662,-,100.0,100.0
seq_99,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1544,2356,-,100.0,100.0
